p_name,h_name,default_flag,num_s,num_p,disc_method,disc_year,disc_facility,controversial_flag,p_mass,orbital_period,eccentricity,p_eqt,s_efft,s_radius,s_mass,s_sgravity,ra,dec,h_dist,h_vmag,p_pubdate
Kepler-1225 b,Kepler-1225,0,1,1,Transit,2016,Kepler,0,,7.01075434,0,1046,6341,1.033,1.083,4.446,290.6332748,40.1369671,1347.52,14.819,9/24/2015
Kepler-1225 b,Kepler-1225,0,1,1,Transit,2016,Kepler,0,,7.01075434,0,1046,6341,1.033,1.083,4.446,290.6332748,40.1369671,1347.52,14.819,12/4/2014
Kepler-1225 b,Kepler-1225,0,1,1,Transit,2016,Kepler,0,,7.01074295,,,6164.96,1.286,1.17,4.28777,290.6332748,40.1369671,1347.52,14.819,8/16/2018
Kepler-1225 b,Kepler-1225,0,1,1,Transit,2016,Kepler,0,,7.01074295,0,1453,5814,2.476,1.243,3.745,290.6332748,40.1369671,1347.52,14.819,8/31/2017 0:00
Kepler-1225 b,Kepler-1225,1,1,1,Transit,2016,Kepler,0,,7.01075434,,,6140,1.19,1.13,4.34,290.6332748,40.1369671,1347.52,14.819,2016-05
Kepler-1225 b,Kepler-1225,0,1,1,Transit,2016,Kepler,0,,7.01075434,0,1046,6341,1.033,1.083,4.446,290.6332748,40.1369671,1347.52,14.819,12/18/2014
Kepler-1226 b,Kepler-1226,0,1,1,Transit,2016,Kepler,0,,17.29184,0,748,6197,1.01,1.1,4.47,296.3768521,50.6214592,1125.72,14.324,1/8/2014
Kepler-1226 b,Kepler-1226,0,1,1,Transit,2016,Kepler,0,,17.2923453,0,734,6184,0.959,1.031,4.488,296.3768521,50.6214592,1125.72,14.324,12/4/2014
Kepler-1226 b,Kepler-1226,0,1,1,Transit,2016,Kepler,0,,17.2923453,0,734,6184,0.959,1.031,4.488,296.3768521,50.6214592,1125.72,14.324,12/18/2014
Kepler-1226 b,Kepler-1226,0,1,1,Transit,2016,Kepler,0,,17.2922631,,,5985.99,1.40643,1.1,4.18323,296.3768521,50.6214592,1125.72,14.324,8/16/2018
Kepler-1226 b,Kepler-1226,0,1,1,Transit,2016,Kepler,0,,17.2923453,0,734,6184,0.959,1.031,4.488,296.3768521,50.6214592,1125.72,14.324,9/24/2015
Kepler-1226 b,Kepler-1226,0,1,1,Transit,2016,Kepler,0,,17.2920619,,,5985.99,1.40643,1.1,4.18323,296.3768521,50.6214592,1125.72,14.324,2016-07
Kepler-1226 b,Kepler-1226,0,1,1,Transit,2016,Kepler,0,,17.2923453,,,6000,1.46,1.208,,296.3768521,50.6214592,1125.72,14.324,2018-12
Kepler-1226 b,Kepler-1226,0,1,1,Transit,2016,Kepler,0,,17.2922631,0,809,5936,1.299,1.122,4.261,296.3768521,50.6214592,1125.72,14.324,8/31/2017 0:00
Kepler-1226 b,Kepler-1226,0,1,1,Transit,2016,Kepler,0,,,,,6000,1.495,,,296.3768521,50.6214592,1125.72,14.324,2018-10
Kepler-1226 b,Kepler-1226,0,1,1,Transit,2016,Kepler,0,,17.29250624,,,5985.99,1.40643,1.1,4.18323,296.3768521,50.6214592,1125.72,14.324,2019-03
Kepler-1226 b,Kepler-1226,1,1,1,Transit,2016,Kepler,0,,17.2923453,,,5923,1.02,1.02,4.43,296.3768521,50.6214592,1125.72,14.324,2016-05
Kepler-1227 b,Kepler-1227,0,1,1,Transit,2016,Kepler,0,,94.289223,0,369,5632,0.904,1.026,4.537,287.0664109,41.8749712,623.706,14.276,8/31/2017 0:00
Kepler-1227 b,Kepler-1227,1,1,1,Transit,2016,Kepler,0,,94.2887577,,,5747,0.95,0.97,4.47,287.0664109,41.8749712,623.706,14.276,2016-05
Kepler-1227 b,Kepler-1227,0,1,1,Transit,2016,Kepler,0,,,,,5485,0.928,,,287.0664109,41.8749712,623.706,14.276,2018-10
Kepler-1227 b,Kepler-1227,0,1,1,Transit,2016,Kepler,0,,94.2899,0,401,5840,0.97,0.957,4.44,287.0664109,41.8749712,623.706,14.276,1/8/2014
Kepler-1227 b,Kepler-1227,0,1,1,Transit,2016,Kepler,0,,94.289223,,,5604,0.884071,0.99,4.54073,287.0664109,41.8749712,623.706,14.276,8/16/2018
Kepler-1227 b,Kepler-1227,0,1,1,Transit,2016,Kepler,0,,94.28933423,,,5604,0.884071,0.99,4.54073,287.0664109,41.8749712,623.706,14.276,2016-07
Kepler-1227 b,Kepler-1227,0,1,1,Transit,2016,Kepler,0,,94.2887577,0,393,5799,0.901,0.833,4.449,287.0664109,41.8749712,623.706,14.276,12/4/2014
Kepler-1227 b,Kepler-1227,0,1,1,Transit,2016,Kepler,0,,94.2887577,,,5485,0.915,0.858,,287.0664109,41.8749712,623.706,14.276,2018-12
Kepler-1227 b,Kepler-1227,0,1,1,Transit,2016,Kepler,0,,94.2887577,0,393,5799,0.901,0.833,4.449,287.0664109,41.8749712,623.706,14.276,9/24/2015
Kepler-1227 b,Kepler-1227,0,1,1,Transit,2016,Kepler,0,,94.2887577,0,393,5799,0.901,0.833,4.449,287.0664109,41.8749712,623.706,14.276,12/18/2014
Kepler-1228 b,Kepler-1228,0,1,1,Transit,2016,Kepler,0,,0.577369175,,,4914.65,0.728395,0.806,4.61967,296.552761,46.9661945,515.453,15.061,2019-03
Kepler-1228 b,Kepler-1228,0,1,1,Transit,2016,Kepler,0,,0.577369579,,,4767,0.727,0.666,,296.552761,46.9661945,515.453,15.061,2018-12
Kepler-1228 b,Kepler-1228,1,1,1,Transit,2016,Kepler,0,,0.577369579,,,5063,0.74,0.78,4.59,296.552761,46.9661945,515.453,15.061,2016-05
Kepler-1228 b,Kepler-1228,0,1,1,Transit,2016,Kepler,0,,0.577369579,0,1768,5256,0.721,0.769,4.608,296.552761,46.9661945,515.453,15.061,12/4/2014
Kepler-1228 b,Kepler-1228,0,1,1,Transit,2016,Kepler,0,,0.577369336,0,1757,5255,0.716,0.776,4.617,296.552761,46.9661945,515.453,15.061,8/31/2017 0:00
Kepler-1228 b,Kepler-1228,0,1,1,Transit,2016,Kepler,0,,0.5773752,0,1764,5285,0.74,0.839,4.62,296.552761,46.9661945,515.453,15.061,1/8/2014
Kepler-1228 b,Kepler-1228,0,1,1,Transit,2016,Kepler,0,,0.577369579,0,1768,5256,0.721,0.769,4.608,296.552761,46.9661945,515.453,15.061,12/18/2014
Kepler-1228 b,Kepler-1228,0,1,1,Transit,2016,Kepler,0,,,,,4767,0.734,,,296.552761,46.9661945,515.453,15.061,2018-10
Kepler-1228 b,Kepler-1228,0,1,1,Transit,2016,Kepler,0,,0.577369579,0,1768,5256,0.721,0.769,4.608,296.552761,46.9661945,515.453,15.061,9/24/2015
Kepler-1228 b,Kepler-1228,0,1,1,Transit,2016,Kepler,0,,0.577369336,,,4914.65,0.728395,0.806,4.61967,296.552761,46.9661945,515.453,15.061,8/16/2018
Kepler-1229 b,Kepler-1229,0,1,1,Transit,2016,Kepler,0,,86.82974,,212,3577,0.45,0.48,4.811,297.4868347,46.9966782,265.482,16.124,2017-12
Kepler-1229 b,Kepler-1229,0,1,1,Transit,2016,Kepler,0,,86.8299,0,228,4013,0.52,0.543,4.74,297.4868347,46.9966782,265.482,16.124,1/8/2014
Kepler-1229 b,Kepler-1229,0,1,1,Transit,2016,Kepler,0,,86.828989,0,196,3724,0.414,0.431,4.838,297.4868347,46.9966782,265.482,16.124,9/24/2015
Kepler-1229 b,Kepler-1229,0,1,1,Transit,2016,Kepler,0,,86.82901038,,,3774,0.565878,0.559315,4.68028,297.4868347,46.9966782,265.482,16.124,2019-03
Kepler-1229 b,Kepler-1229,0,1,1,Transit,2016,Kepler,0,,86.828989,0,196,3724,0.414,0.431,4.838,297.4868347,46.9966782,265.482,16.124,12/4/2014
Kepler-1229 b,Kepler-1229,0,1,1,Transit,2016,Kepler,0,,86.829519,0,196,3576,0.463,0.482,4.791,297.4868347,46.9966782,265.482,16.124,8/31/2017 0:00
Kepler-1229 b,Kepler-1229,0,1,1,Transit,2016,Kepler,0,,86.829519,,,3774,0.565878,0.559315,4.68028,297.4868347,46.9966782,265.482,16.124,8/16/2018
Kepler-1229 b,Kepler-1229,0,1,1,Transit,2016,Kepler,0,,86.828989,0,196,3724,0.414,0.431,4.838,297.4868347,46.9966782,265.482,16.124,12/18/2014
Kepler-1229 b,Kepler-1229,0,1,1,Transit,2016,Kepler,0,,86.82716991,,,3774,0.565878,0.559315,4.68028,297.4868347,46.9966782,265.482,16.124,2016-07
Kepler-1229 b,Kepler-1229,1,1,1,Transit,2016,Kepler,0,,86.828989,,,3784,0.51,0.54,4.75,297.4868347,46.9966782,265.482,16.124,2016-05
Kepler-1229 b,Kepler-1229,0,1,1,Transit,2016,Kepler,0,,,,,3577,0.569,,,297.4868347,46.9966782,265.482,16.124,2018-10
Kepler-123 b,Kepler-123,0,1,2,Transit,2014,Kepler,0,,17.23231686,0,774,6086,1.092,1.012,4.367,296.9985853,42.7819633,1021.66,14.129,9/24/2015
Kepler-123 b,Kepler-123,0,1,2,Transit,2014,Kepler,0,,17.23231686,,,6154,1.318,1.079,,296.9985853,42.7819633,1021.66,14.129,2018-12
Kepler-123 b,Kepler-123,0,1,2,Transit,2014,Kepler,0,,17.23231686,0,774,6086,1.092,1.012,4.367,296.9985853,42.7819633,1021.66,14.129,12/4/2014
Kepler-123 b,Kepler-123,0,1,2,Transit,2014,Kepler,0,55.3,17.232,,,,1.092,1.01,,296.9985853,42.7819633,1021.66,14.129,2014-05
Kepler-123 b,Kepler-123,0,1,2,Transit,2014,Kepler,0,,17.23231686,0,774,6086,1.092,1.012,4.367,296.9985853,42.7819633,1021.66,14.129,12/18/2014
Kepler-123 b,Kepler-123,1,1,2,Transit,2014,Kepler,0,,17.232366,,,6089,1.264,,4.277,296.9985853,42.7819633,1021.66,14.129,2014-03
Kepler-123 b,Kepler-123,0,1,2,Transit,2014,Kepler,0,,17.23241934,,,6338,1.32895,1.25,4.28796,296.9985853,42.7819633,1021.66,14.129,2019-03
Kepler-123 b,Kepler-123,0,1,2,Transit,2014,Kepler,0,,17.23231686,,,6147,1.21,1.12,4.32,296.9985853,42.7819633,1021.66,14.129,2016-05
Kepler-123 b,Kepler-123,0,1,2,Transit,2014,Kepler,0,,,,,6154,1.362,,,296.9985853,42.7819633,1021.66,14.129,2018-10
Kepler-123 b,Kepler-123,0,1,2,Transit,2014,Kepler,0,,17.23233706,,,6338,1.32895,1.25,4.28796,296.9985853,42.7819633,1021.66,14.129,2016-07
Kepler-123 b,Kepler-123,0,1,2,Transit,2014,Kepler,0,,17.23229,0,770,6274,1.05,1.13,4.44,296.9985853,42.7819633,1021.66,14.129,1/8/2014
Kepler-123 b,Kepler-123,0,1,2,Transit,2014,Kepler,0,,17.23232894,,,6338,1.32895,1.25,4.28796,296.9985853,42.7819633,1021.66,14.129,8/16/2018
Kepler-123 b,Kepler-123,0,1,2,Transit,2014,Kepler,0,,17.23232894,0,817,6086,1.216,1.013,4.274,296.9985853,42.7819633,1021.66,14.129,8/31/2017 0:00
Kepler-123 c,Kepler-123,0,1,2,Transit,2014,Kepler,0,,26.6951659,,,6147,1.21,1.12,4.32,296.9985853,42.7819633,1021.66,14.129,2016-05
Kepler-123 c,Kepler-123,0,1,2,Transit,2014,Kepler,0,,26.6951659,0,669,6086,1.092,1.012,4.367,296.9985853,42.7819633,1021.66,14.129,12/18/2014
Kepler-123 c,Kepler-123,0,1,2,Transit,2014,Kepler,0,,26.69527592,,,6338,1.32895,1.25,4.28796,296.9985853,42.7819633,1021.66,14.129,2016-07
Kepler-123 c,Kepler-123,0,1,2,Transit,2014,Kepler,0,,26.6951944,,,6338,1.32895,1.25,4.28796,296.9985853,42.7819633,1021.66,14.129,8/16/2018
Kepler-123 c,Kepler-123,0,1,2,Transit,2014,Kepler,0,,26.69376,0,666,6274,1.05,1.13,4.44,296.9985853,42.7819633,1021.66,14.129,1/8/2014
Kepler-123 c,Kepler-123,1,1,2,Transit,2014,Kepler,0,,26.695074,,,6089,1.264,,4.277,296.9985853,42.7819633,1021.66,14.129,2014-03
Kepler-123 c,Kepler-123,0,1,2,Transit,2014,Kepler,0,,26.696,,,,1.092,1.01,,296.9985853,42.7819633,1021.66,14.129,2014-05
Kepler-123 c,Kepler-123,0,1,2,Transit,2014,Kepler,0,,26.6951659,0,669,6086,1.092,1.012,4.367,296.9985853,42.7819633,1021.66,14.129,9/24/2015
Kepler-123 c,Kepler-123,0,1,2,Transit,2014,Kepler,0,,26.6951659,0,669,6086,1.092,1.012,4.367,296.9985853,42.7819633,1021.66,14.129,12/4/2014
Kepler-123 c,Kepler-123,0,1,2,Transit,2014,Kepler,0,,26.6951659,,,6154,1.318,1.079,,296.9985853,42.7819633,1021.66,14.129,2018-12
Kepler-123 c,Kepler-123,0,1,2,Transit,2014,Kepler,0,,26.6951944,0,706,6086,1.216,1.013,4.274,296.9985853,42.7819633,1021.66,14.129,8/31/2017 0:00
Kepler-123 c,Kepler-123,0,1,2,Transit,2014,Kepler,0,,26.69554763,,,6338,1.32895,1.25,4.28796,296.9985853,42.7819633,1021.66,14.129,2019-03
Kepler-123 c,Kepler-123,0,1,2,Transit,2014,Kepler,0,,,,,6154,1.362,,,296.9985853,42.7819633,1021.66,14.129,2018-10
Kepler-1230 b,Kepler-1230,0,1,1,Transit,2016,Kepler,0,,9.956799648,,,5845,1.08946,1.05,4.38483,283.2645129,41.7114526,1364.22,15.628,2019-03
Kepler-1230 b,Kepler-1230,0,1,1,Transit,2016,Kepler,0,,,,,6167,1.003,,,283.2645129,41.7114526,1364.22,15.628,2018-10
Kepler-1230 b,Kepler-1230,0,1,1,Transit,2016,Kepler,0,,9.95661537,0,946,6165,1.115,1.048,4.365,283.2645129,41.7114526,1364.22,15.628,12/18/2014
Kepler-1230 b,Kepler-1230,0,1,1,Transit,2016,Kepler,0,,9.95663424,,,5845,1.08946,1.05,4.38483,283.2645129,41.7114526,1364.22,15.628,2016-07
Kepler-1230 b,Kepler-1230,1,1,1,Transit,2016,Kepler,0,,9.95661537,,,5961,1.08,1.06,4.4,283.2645129,41.7114526,1364.22,15.628,2016-05
Kepler-1230 b,Kepler-1230,0,1,1,Transit,2016,Kepler,0,,9.95667035,,,5845,1.08946,1.05,4.38483,283.2645129,41.7114526,1364.22,15.628,8/16/2018
Kepler-1230 b,Kepler-1230,0,1,1,Transit,2016,Kepler,0,,9.95661537,0,946,6165,1.115,1.048,4.365,283.2645129,41.7114526,1364.22,15.628,9/24/2015
Kepler-1230 b,Kepler-1230,0,1,1,Transit,2016,Kepler,0,,9.95699,0,934,6144,1.1,1.06,4.38,283.2645129,41.7114526,1364.22,15.628,1/8/2014
Kepler-1230 b,Kepler-1230,0,1,1,Transit,2016,Kepler,0,,9.95661537,0,946,6165,1.115,1.048,4.365,283.2645129,41.7114526,1364.22,15.628,12/4/2014
Kepler-1230 b,Kepler-1230,0,1,1,Transit,2016,Kepler,0,,9.95667035,0,946,6165,1.115,1.048,4.365,283.2645129,41.7114526,1364.22,15.628,8/31/2017 0:00
Kepler-1231 b,Kepler-1231,0,1,1,Transit,2016,Kepler,0,,10.41736773,,,5572,1.10189,0.98,4.34501,288.5882888,42.6056644,987.237,14.808,2019-03
Kepler-1231 b,Kepler-1231,0,1,1,Transit,2016,Kepler,0,,10.41729,0,788,5817,0.88,0.98,4.54,288.5882888,42.6056644,987.237,14.808,1/8/2014
Kepler-1231 b,Kepler-1231,0,1,1,Transit,2016,Kepler,0,,,,,5559,1.07,,,288.5882888,42.6056644,987.237,14.808,2018-10
Kepler-1231 b,Kepler-1231,0,1,1,Transit,2016,Kepler,0,,10.41728722,0,870,5557,1.151,0.936,4.288,288.5882888,42.6056644,987.237,14.808,8/31/2017 0:00
Kepler-1231 b,Kepler-1231,0,1,1,Transit,2016,Kepler,0,,10.41728722,,,5572,1.10189,0.98,4.34501,288.5882888,42.6056644,987.237,14.808,8/16/2018
Kepler-1231 b,Kepler-1231,0,1,1,Transit,2016,Kepler,0,,10.41725184,0,808,5851,0.918,1.007,4.515,288.5882888,42.6056644,987.237,14.808,12/18/2014
Kepler-1231 b,Kepler-1231,0,1,1,Transit,2016,Kepler,0,,10.41725184,0,808,5851,0.918,1.007,4.515,288.5882888,42.6056644,987.237,14.808,9/24/2015
Kepler-1231 b,Kepler-1231,1,1,1,Transit,2016,Kepler,0,,10.41725184,,,5778,1,1.01,4.44,288.5882888,42.6056644,987.237,14.808,2016-05
Kepler-1231 b,Kepler-1231,0,1,1,Transit,2016,Kepler,0,,10.41725184,0,808,5851,0.918,1.007,4.515,288.5882888,42.6056644,987.237,14.808,12/4/2014
Kepler-1232 b,Kepler-1232,0,1,1,Transit,2016,Kepler,0,,26.7838935,0,523,5242,0.856,0.869,4.512,296.5500966,49.102307,632.865,14.97,8/31/2017 0:00
Kepler-1232 b,Kepler-1232,0,1,1,Transit,2016,Kepler,0,,26.7839183,0,583,5495,0.985,0.912,4.412,296.5500966,49.102307,632.865,14.97,12/18/2014
Kepler-1232 b,Kepler-1232,0,1,1,Transit,2016,Kepler,0,,26.7839183,0,583,5495,0.985,0.912,4.412,296.5500966,49.102307,632.865,14.97,12/4/2014
Kepler-1232 b,Kepler-1232,0,1,1,Transit,2016,Kepler,0,,26.78372,0,563,5413,0.91,0.816,4.43,296.5500966,49.102307,632.865,14.97,1/8/2014
Kepler-1232 b,Kepler-1232,0,1,1,Transit,2016,Kepler,0,,26.78397026,,,5241,0.801993,0.9,4.58397,296.5500966,49.102307,632.865,14.97,2019-03
Kepler-1232 b,Kepler-1232,0,1,1,Transit,2016,Kepler,0,,26.7839183,0,583,5495,0.985,0.912,4.412,296.5500966,49.102307,632.865,14.97,9/24/2015
Kepler-1232 b,Kepler-1232,0,1,1,Transit,2016,Kepler,0,,26.7839183,,,5214,0.773,0.841,,296.5500966,49.102307,632.865,14.97,2018-12
Kepler-1232 b,Kepler-1232,1,1,1,Transit,2016,Kepler,0,,26.7839183,,,5471,0.89,0.92,4.51,296.5500966,49.102307,632.865,14.97,2016-05
Kepler-1232 b,Kepler-1232,0,1,1,Transit,2016,Kepler,0,,26.7838935,,,5241,0.801993,0.9,4.58397,296.5500966,49.102307,632.865,14.97,8/16/2018
Kepler-1232 b,Kepler-1232,0,1,1,Transit,2016,Kepler,0,,,,,5214,0.785,,,296.5500966,49.102307,632.865,14.97,2018-10
Kepler-1232 b,Kepler-1232,0,1,1,Transit,2016,Kepler,0,,26.78347382,,,5241,0.801993,0.9,4.58397,296.5500966,49.102307,632.865,14.97,2016-07
Kepler-1233 b,Kepler-1233,0,1,1,Transit,2016,Kepler,0,,45.1263042,0,604,6505,1.163,1.185,4.381,297.3750954,46.6622201,1178.7,14.82,12/18/2014
Kepler-1233 b,Kepler-1233,0,1,1,Transit,2016,Kepler,0,,45.1263042,0,604,6505,1.163,1.185,4.381,297.3750954,46.6622201,1178.7,14.82,9/24/2015
Kepler-1233 b,Kepler-1233,0,1,1,Transit,2016,Kepler,0,,,,,6507,1.137,,,297.3750954,46.6622201,1178.7,14.82,2018-10
Kepler-1233 b,Kepler-1233,0,1,1,Transit,2016,Kepler,0,,45.12638103,,,6118.89,1.14753,1.15,4.37924,297.3750954,46.6622201,1178.7,14.82,2016-07
Kepler-1233 b,Kepler-1233,0,1,1,Transit,2016,Kepler,0,,45.1263042,0,604,6505,1.163,1.185,4.381,297.3750954,46.6622201,1178.7,14.82,12/4/2014
Kepler-1233 b,Kepler-1233,0,1,1,Transit,2016,Kepler,0,,45.126216,0,604,6499,1.169,1.191,4.378,297.3750954,46.6622201,1178.7,14.82,8/31/2017 0:00
Kepler-1233 b,Kepler-1233,1,1,1,Transit,2016,Kepler,0,,45.1263042,,,6198,1.25,1.16,4.3,297.3750954,46.6622201,1178.7,14.82,2016-05
Kepler-1233 b,Kepler-1233,0,1,1,Transit,2016,Kepler,0,,45.1257,0,598,6495,1.15,1.21,4.4,297.3750954,46.6622201,1178.7,14.82,1/8/2014
Kepler-1233 b,Kepler-1233,0,1,1,Transit,2016,Kepler,0,,45.126216,,,6118.89,1.14753,1.15,4.37924,297.3750954,46.6622201,1178.7,14.82,8/16/2018
Kepler-1233 b,Kepler-1233,0,1,1,Transit,2016,Kepler,0,,45.12575657,,,6118.89,1.14753,1.15,4.37924,297.3750954,46.6622201,1178.7,14.82,2019-03
Kepler-1234 b,Kepler-1234,0,1,1,Transit,2016,Kepler,0,,11.94011823,,,4805,0.855722,0.78,4.4655,287.5220359,51.3759464,916.749,15.915,2019-03
Kepler-1234 b,Kepler-1234,0,1,1,Transit,2016,Kepler,0,,11.94014029,0,634,5072,0.774,0.835,4.582,287.5220359,51.3759464,916.749,15.915,12/18/2014
Kepler-1234 b,Kepler-1234,1,1,1,Transit,2016,Kepler,0,,11.94014029,,,4967,0.76,0.8,4.59,287.5220359,51.3759464,916.749,15.915,2016-05
Kepler-1234 b,Kepler-1234,0,1,1,Transit,2016,Kepler,0,,11.94014029,0,634,5072,0.774,0.835,4.582,287.5220359,51.3759464,916.749,15.915,9/24/2015
Kepler-1234 b,Kepler-1234,0,1,1,Transit,2016,Kepler,0,,11.94019101,0,625,5073,0.748,0.856,4.607,287.5220359,51.3759464,916.749,15.915,8/31/2017 0:00
Kepler-1234 b,Kepler-1234,0,1,1,Transit,2016,Kepler,0,,,,,5074,0.788,,,287.5220359,51.3759464,916.749,15.915,2018-10
Kepler-1234 b,Kepler-1234,0,1,1,Transit,2016,Kepler,0,,11.94014029,0,634,5072,0.774,0.835,4.582,287.5220359,51.3759464,916.749,15.915,12/4/2014
Kepler-1234 b,Kepler-1234,0,1,1,Transit,2016,Kepler,0,,11.94019101,,,4805,0.855722,0.78,4.4655,287.5220359,51.3759464,916.749,15.915,8/16/2018
Kepler-1234 b,Kepler-1234,0,1,1,Transit,2016,Kepler,0,,11.93999,0,602,5010,0.69,0.763,4.64,287.5220359,51.3759464,916.749,15.915,1/8/2014
Kepler-1235 b,Kepler-1235,0,1,1,Transit,2016,Kepler,0,,,,,5327,0.941,,,284.9030677,43.9540616,540.604,14.079,2018-10
Kepler-1235 b,Kepler-1235,0,1,1,Transit,2016,Kepler,0,,4.160693,0,961,5461,0.78,0.885,4.6,284.9030677,43.9540616,540.604,14.079,1/8/2014
Kepler-1235 b,Kepler-1235,0,1,1,Transit,2016,Kepler,0,,4.16055856,0,986,5492,0.812,0.911,4.576,284.9030677,43.9540616,540.604,14.079,12/4/2014
Kepler-1235 b,Kepler-1235,0,1,1,Transit,2016,Kepler,0,,4.16056658,,,5322.09,0.982569,0.92,4.41713,284.9030677,43.9540616,540.604,14.079,8/16/2018
Kepler-1235 b,Kepler-1235,0,1,1,Transit,2016,Kepler,0,,4.16056658,0,985,5481,0.815,0.914,4.574,284.9030677,43.9540616,540.604,14.079,8/31/2017 0:00
Kepler-1235 b,Kepler-1235,0,1,1,Transit,2016,Kepler,0,,4.16055856,0,986,5492,0.812,0.911,4.576,284.9030677,43.9540616,540.604,14.079,9/24/2015
Kepler-1235 b,Kepler-1235,1,1,1,Transit,2016,Kepler,0,,4.16055856,,,5541,0.9,0.93,4.5,284.9030677,43.9540616,540.604,14.079,2016-05
Kepler-1235 b,Kepler-1235,0,1,1,Transit,2016,Kepler,0,,4.160550003,,,5322.09,0.982569,0.92,4.41713,284.9030677,43.9540616,540.604,14.079,2019-03
Kepler-1235 b,Kepler-1235,0,1,1,Transit,2016,Kepler,0,,4.16055856,0,986,5492,0.812,0.911,4.576,284.9030677,43.9540616,540.604,14.079,12/18/2014
Kepler-1235 b,Kepler-1235,0,1,1,Transit,2016,Kepler,0,,4.16055856,,,5327,0.929,0.871,,284.9030677,43.9540616,540.604,14.079,2018-12
Kepler-1236 b,Kepler-1236,0,1,1,Transit,2016,Kepler,0,,31.0572947,0,480,5395,0.734,0.821,4.615,295.6247375,42.5458739,999.64,16.145,8/31/2017 0:00
Kepler-1236 b,Kepler-1236,0,1,1,Transit,2016,Kepler,0,,31.05772543,,,5207,0.794153,0.89,4.58765,295.6247375,42.5458739,999.64,16.145,2019-03
Kepler-1236 b,Kepler-1236,0,1,1,Transit,2016,Kepler,0,,31.05739412,,,5207,0.794153,0.89,4.58765,295.6247375,42.5458739,999.64,16.145,2016-07
Kepler-1236 b,Kepler-1236,1,1,1,Transit,2016,Kepler,0,,31.0571618,,,5337,0.82,0.86,4.55,295.6247375,42.5458739,999.64,16.145,2016-05
Kepler-1236 b,Kepler-1236,0,1,1,Transit,2016,Kepler,0,,31.0571618,0,487,5422,0.746,0.805,4.598,295.6247375,42.5458739,999.64,16.145,12/4/2014
Kepler-1236 b,Kepler-1236,0,1,1,Transit,2016,Kepler,0,,31.05745,0,492,5442,0.78,0.882,4.6,295.6247375,42.5458739,999.64,16.145,1/8/2014
Kepler-1236 b,Kepler-1236,0,1,1,Transit,2016,Kepler,0,,,,,5413,0.757,,,295.6247375,42.5458739,999.64,16.145,2018-10
Kepler-1236 b,Kepler-1236,0,1,1,Transit,2016,Kepler,0,,31.0571618,0,487,5422,0.746,0.805,4.598,295.6247375,42.5458739,999.64,16.145,9/24/2015
Kepler-1236 b,Kepler-1236,0,1,1,Transit,2016,Kepler,0,,31.0572947,,,5207,0.794153,0.89,4.58765,295.6247375,42.5458739,999.64,16.145,8/16/2018
Kepler-1236 b,Kepler-1236,0,1,1,Transit,2016,Kepler,0,,31.0571618,0,487,5422,0.746,0.805,4.598,295.6247375,42.5458739,999.64,16.145,12/18/2014
Kepler-1237 b,Kepler-1237,0,1,1,Transit,2016,Kepler,0,,84.5733226,0,366,5418,0.888,1.005,4.543,295.6292745,44.6905815,1064.31,16.012,12/18/2014
Kepler-1237 b,Kepler-1237,0,1,1,Transit,2016,Kepler,0,,84.5733226,0,366,5418,0.888,1.005,4.543,295.6292745,44.6905815,1064.31,16.012,9/24/2015
Kepler-1237 b,Kepler-1237,0,1,1,Transit,2016,Kepler,0,,84.5737797,,,5145,0.935172,0.87,4.4358,295.6292745,44.6905815,1064.31,16.012,2016-07
Kepler-1237 b,Kepler-1237,0,1,1,Transit,2016,Kepler,0,,,,,5419,0.864,,,295.6292745,44.6905815,1064.31,16.012,2018-10
Kepler-1237 b,Kepler-1237,0,1,1,Transit,2016,Kepler,0,,84.5731,0,343,5271,0.77,0.814,4.58,295.6292745,44.6905815,1064.31,16.012,1/8/2014
Kepler-1237 b,Kepler-1237,0,1,1,Transit,2016,Kepler,0,,84.57325092,,,5145,0.935172,0.87,4.4358,295.6292745,44.6905815,1064.31,16.012,2019-03
Kepler-1237 b,Kepler-1237,1,1,1,Transit,2016,Kepler,0,,84.5733226,,,5472,0.9,0.94,4.5,295.6292745,44.6905815,1064.31,16.012,2016-05
Kepler-1237 b,Kepler-1237,0,1,1,Transit,2016,Kepler,0,,84.5733346,0,366,5418,0.888,1.005,4.543,295.6292745,44.6905815,1064.31,16.012,8/31/2017 0:00
Kepler-1237 b,Kepler-1237,0,1,1,Transit,2016,Kepler,0,,84.5733226,0,366,5418,0.888,1.005,4.543,295.6292745,44.6905815,1064.31,16.012,12/4/2014
Kepler-1237 b,Kepler-1237,0,1,1,Transit,2016,Kepler,0,,84.5733346,,,5145,0.935172,0.87,4.4358,295.6292745,44.6905815,1064.31,16.012,8/16/2018
Kepler-1238 b,Kepler-1238,0,1,1,Transit,2016,Kepler,0,,4.14787559,0,1309,6337,1.198,1.26,4.382,297.9057655,40.1628378,1632.13,14.919,12/18/2014
Kepler-1238 b,Kepler-1238,0,1,1,Transit,2016,Kepler,0,,4.14789051,,,6378,1.60506,1.27,4.13089,297.9057655,40.1628378,1632.13,14.919,8/16/2018
Kepler-1238 b,Kepler-1238,0,1,1,Transit,2016,Kepler,0,,,,,6150,1.651,,,297.9057655,40.1628378,1632.13,14.919,2018-10
